===== seg01 | Exhibit header and initial definitions | range s000001–s000049 | score=0.5 =====
Rationale: Introduces key pricing terms (Applicable Margin, Base Rate, Benchmark) and framework definitions necessary to interpret the pricing engine, but contains no actual rates, margins, or formula mechanics.
Summary: Introductory exhibit header, signatories, and the opening of definitions surrounding the term loan framework.
Tags: exhibit, header, definitions

⟦s000001⟧ EXHIBIT 4.
⟦s000002⟧ 1
⟦s000003⟧ Execution Version
⟦s000004⟧ TERM LOAN CREDIT AGREEMENT
⟦s000005⟧ Dated as of December 29, 2023
⟦s000006⟧ among
⟦s000007⟧ LANDS’ END, INC. , as the Borrower,
⟦s000008⟧ BLUE TORCH FINANCE LLC, as Administrative Agent and Collateral Agent,
⟦s000009⟧ and
⟦s000010⟧ The Lenders Party Hereto
⟦s000011⟧ |US-DOCS\146917602.
⟦s000012⟧ 19||
⟦s000013⟧ TABLE OF CONTENTS
⟦s000014⟧ Section: Page
⟦s000015⟧ ```markdown
| Article I Definitions and Accounting Terms | Column 2 | Column 3 |
⟦s002121⟧ The entries in the Register shall be conclusive, absent manifest error, and the Loan Parties, the Agent and the Lenders shall treat each Person whose name is recorded in the Register pursuant to the terms hereof as a Lender hereunder for all purposes
⟦s002122⟧ - 114 -
⟦s002123⟧ of this Agreement, notwithstanding notice to the contrary.
⟦s002124⟧ The Register shall be available for inspection by the Borrower and any Lender at any reasonable time and from time to time upon reasonable prior notice.
⟦s002125⟧ (d) Participations .
⟦s002126⟧ (i) Any Lender may at any time, without the consent of, or notice to, the Loan Parties or the Agent, sell participations to any Person (other than a Defaulting Lender, Disqualified Lender, a natural Person or the Loan Parties or any of the Loan Parties’ Affiliates or Subsidiaries (including any Permitted Holder)) (each, a “ Participant ”) in all or a portion of such Lender’s rights and/or obligations under this Agreement (including all or a portion of its Commitment and the Loans owing to it); provided that (i) such Lender’s obligations under this Agreement shall remain unchanged, (ii) such Lender shall remain solely responsible to the other parties hereto for the performance of such obligations and (iii) the Loan Parties, the Agent, the Lenders shall continue to deal solely and directly with such Lender in connection with such Lender’s rights and obligations under this Agreement.
⟦s002127⟧ Any Participant shall agree in writing to comply with all confidentiality obligations set forth in Section 10.
⟦s002128⟧ 8 as if such Participant was a Lender hereunder.
⟦s002129⟧ (ii) Any agreement or instrument pursuant to which a Lender sells such a participation shall provide that such Lender shall retain the sole right to enforce this Agreement and to approve any amendment, modification or waiver of any provision of this Agreement; provided that such agreement or instrument may provide that such Lender will not, without the consent of the Participant, agree to any amendment, waiver or other modification described in clauses (i) through (iv) and (vii) of the first proviso to Section 10.
⟦s002130⟧ 1(a) that affects such Participant.
⟦s002131⟧ Subject to subsection (e) of this Section, the Loan Parties agree that each Participant shall be entitled to the benefits of Sections 3.
⟦s002132⟧ 1 , 3.
⟦s002133⟧ 4 and 3.
⟦s002134⟧ 5 (subject to the requirements and limitations of those Sections, it being understood that any documentation required to be provided under Section 3.
⟦s002135⟧ 1(e) shall be provided to the participating Lender) to the same extent as if it were a Lender and had acquired its interest by assignment pursuant to subsection (b) of this Section.
⟦s002136⟧ To the extent permitted by law, each Participant also shall be entitled to the benefits of Section 10.
⟦s002137⟧ 9 as though it were a Lender, provided such Participant agrees to be subject to Section 2.
⟦s002138⟧ 13 as though it were a Lender.
⟦s002139⟧ (iii) Each Lender that sells a participation shall, acting solely for this purpose as a non-fiduciary agent of the Borrower, maintain a register on which it enters the name and address of each Participant and the principal amounts (and stated interest) of each Participant’s interest in the Loans or other obligations under the Loan Documents (the “ Participant Register ”); provided that no Lender shall have any obligation to disclose all or any portion of the Participant Register (including the identity of any Participant or any information relating to a Participant’s interest in any Commitments, Loans or its other Obligations under any Loan Document) to any Person except to the extent that such disclosure is necessary to establish that such Commitment, Loan or other Obligation is in registered form under Section 5f .
⟦s002140⟧ 103-1(c) or Proposed Section 1.
⟦s002141⟧ 163-5(b) of the United States Treasury Regulations (or, in each case, any amended or successor version).
⟦s002142⟧ The entries in the Participant Register shall be conclusive absent manifest error, and such Lender shall treat each Person whose name is recorded in the Participant Register as the owner of such participation for all purposes of this Agreement notwithstanding any notice to the contrary.
⟦s002143⟧ For the avoidance of doubt, the Agent (in its capacity as Agent) shall have no responsibility for maintaining a Participant Register.
⟦s002144⟧ (e) Limitations upon Participant Rights .
⟦s002145⟧ A Participant shall not be entitled to receive any greater payment under Section 3.
⟦s002146⟧ 1 or 3.
⟦s002147⟧ 4 than the applicable Lender would have been entitled to receive with respect to the participation sold to such Participant, unless the sale of the participation to such Participant is made with the Borrower’s prior written consent (not to be unreasonably withheld or delayed).
⟦s002148⟧ A Participant that would be a Foreign Lender if it were a Lender shall not be entitled to the benefits of Section 3.
⟦s002149⟧ 1 unless the Borrowers are notified of the participation sold to such Participant and such Participant agrees, for the benefit of the Loan Parties, to comply with Section 3.

===== seg44 | Governing law, jurisdiction, and waiver of jury trial | range s002150–s002199 | score=0.0 =====
Rationale: Governing law/venue provisions do not reveal or alter pricing mechanics (rates, margins, benchmarks, leverage, fees); they provide legal context rather than pricing terms.
Summary: Governing law, jurisdiction, venue, and waiver provisions governing disputes.
Tags: Governing Law, Jurisdiction, Jury Trial Waiver

⟦s002150⟧ 1(e) as though it were a Lender.
⟦s002151⟧ - 115 -
⟦s002152⟧ (f) Certain Pledges .
⟦s002153⟧ Any Lender may at any time pledge or assign a security interest in all or any portion of its rights under this Agreement (including under its Note, if any) to secure obligations of such Lender, including any pledge or assignment to secure obligations to a Federal Reserve Bank; provided that no such pledge or assignment shall release such Lender from any of its obligations hereunder or substitute any such pledgee or assignee for such Lender as a party hereto.
⟦s002154⟧ 10.
⟦s002155⟧ 7 [Reserved] .
⟦s002156⟧ 10.
⟦s002157⟧ 8 Treatment of Certain Information; Confidentiality .
⟦s002158⟧ Each Credit Party party to any Loan Document agrees to maintain the confidentiality of the Information (as defined below), except that Information may be disclosed (a) to its Affiliates and to its Related Parties, Approved Funds, and to its and its Affiliates’ and Approved Funds’ respective Related Parties and any of their respective limited partners (it being understood that the Persons to whom such disclosure is made will be informed of the confidential nature of such Information and instructed to keep such Information confidential), (b) to the extent required or requested by any regulatory authority purporting to have jurisdiction over such Person or its Related Parties (including any self-regulatory authority, such as the National Association of Insurance Commissioners), (c) to the extent required by applicable Laws or regulations or by any subpoena or similar legal process; provided that any Person that discloses any Information pursuant to this clause (c) shall notify the Borrower in advance of such disclosure (if permitted by Law) or shall provide the Borrower with prompt written notice of such disclosure (if permitted by Law), (d) to any other party hereto, (e) in connection with the exercise of any remedies hereunder or under any other Loan Document or any action or proceeding relating to this Agreement or any other Loan Document or the enforcement of rights hereunder or thereunder, (f) subject to an agreement containing provisions substantially the same as those of this Section, to (i) any assignee of or Participant in, or any prospective assignee of or Participant in, any of its rights and obligations under this Agreement (in each case, excluding any Disqualified Lender (other than in connection with any assignment or participation to a Disqualified Lender permitted under Section 10.
⟦s002159⟧ 6 )) or (ii) any actual or prospective party (or its Related Parties) to any swap, derivative or other transaction under which payments are to be made by reference to the Borrower and its obligations, this Agreement or payments hereunder, (g) on a confidential basis to the CUSIP Service Bureau or any similar agency in connection with the issuance and monitoring of CUSIP numbers or other market identifiers with respect to the credit facilities provided hereunder, (h) with the consent of the Borrower or (i) to the extent such Information (i) becomes publicly available other than as a result of a breach of this Section or (ii) becomes available to any Credit Party or any of their respective Affiliates on a non-confidential basis from a source other than the Loan Parties not known by such source to be in breach of any duty of confidentiality with respect to such Information.
⟦s002160⟧ For purposes of this Section, “Information” means all information received from the Loan Parties or any Subsidiary thereof relating to this Agreement, the Transactions, the Loans and Commitments hereunder, Loan Parties or any Subsidiary thereof or their respective businesses, other than any such information that is available to any Credit Party on a non-confidential basis prior to disclosure by the Loan Parties or any Subsidiary thereof.
⟦s002161⟧ Any Person required to maintain the confidentiality of Information as provided in this Section shall be considered to have complied with its obligation to do so if such Person has exercised the same degree of care to maintain the confidentiality of such Information as such Person would accord to its own confidential information.
⟦s002162⟧ Each of the Credit Parties acknowledges that (a) the Information may include material non-public information concerning the Loan Parties or a Subsidiary, as the case may be, (b) it has developed compliance procedures regarding the use of material non-public information and (c) it will handle such material non-public information in accordance with Law, including Federal and state securities Laws.
⟦s002163⟧ - 116 -
⟦s002164⟧ Notwithstanding anything in the foregoing to the contrary, each of the Credit Parties acknowledges that this Section 10.
⟦s002165⟧ 8 shall supersede any non-disclosure agreement entered into by any Credit Party (or any Affiliate thereof) with a Loan Party prior to the Closing Date in the event of any conflict between any of the provisions of such non-disclosure agreement and the provisions of this Section 10.
⟦s002166⟧ 8 .
⟦s002167⟧ 10.
⟦s002168⟧ 9 Right of Setoff .
⟦s002169⟧ If an Event of Default shall have occurred and be continuing or if any Lender shall have been served with a trustee process or similar attachment relating to property of a Loan Party, each Lender and each of their respective Affiliates is hereby authorized at any time and from time to time, after obtaining the prior written consent of the Agent or the Required Lenders, to the fullest extent permitted by Law, to set off and apply any and all deposits (general or special, time or demand, provisional or final, in whatever currency) or other property at any time held and other obligations (in whatever currency) at any time owing by such Lender or any such Affiliate to or for the credit or the account of the Borrower or any other Loan Party against any and all of the Obligations now or hereafter existing under this Agreement or any other Loan Document to such Lender, regardless of the adequacy of the Collateral, and irrespective of whether or not such Lender shall have made any demand under this Agreement or any other Loan Document and although such obligations of the Borrower or such Loan Party may be contingent or unmatured or are owed to a branch or office of such Lender different from the branch or office holding such deposit or obligated on such indebtedness; provided , that in the event that any Defaulting Lender shall exercise any such right of setoff, (x) all amounts so set off shall be paid over immediately to the Agent for further application in accordance with the provisions of Section 2.
⟦s002170⟧ 15 and, pending such payment, shall be segregated by such Defaulting Lender from its other funds and deemed held in trust for the benefit of the Agent and the other Credit Parties, and (y) the Defaulting Lender shall provide promptly to the Agent a statement describing in reasonable detail the Obligations owing to such Defaulting Lender as to which it exercised such right of setoff.
⟦s002171⟧ The rights of each Lender and their respective Affiliates under this Section are in addition to other rights and remedies (including other rights of setoff) that such Lender or their respective Affiliates may have.
⟦s002172⟧ Each Lender agrees to notify the Borrower and the Agent promptly after any such setoff and application, provided that the failure to give such notice shall not affect the validity of such setoff and application.
⟦s002173⟧ 10.
⟦s002174⟧ 10 Interest Rate Limitation .
⟦s002175⟧ Notwithstanding anything to the contrary contained in any Loan Document, the interest paid or agreed to be paid under the Loan Documents shall not exceed the maximum rate of non-usurious interest permitted by Law (the “ Maximum Rate ”).
⟦s002176⟧ If the Agent or any Lender shall receive interest in an amount that exceeds the Maximum Rate, the excess interest shall be applied to the principal of the Loans and other Obligations or, if it exceeds such unpaid principal, refunded to the Borrower.
⟦s002177⟧ In determining whether the interest contracted for, charged, or received by the Agent or a Lender exceeds the Maximum Rate, such Person may, to the extent permitted by Law, (a) characterize any payment that is not principal as an expense, fee, or premium rather than interest, (b) exclude voluntary prepayments and the effects thereof, and (c) amortize, prorate, allocate, and spread in equal or unequal parts the total amount of interest throughout the contemplated term of the Obligations hereunder.
⟦s002178⟧ 10.
⟦s002179⟧ 11 Counterparts; Integration; Effectiveness .
⟦s002180⟧ This Agreement may be executed in counterparts (and by different parties hereto in different counterparts), each of which shall constitute an original, but all of which when taken together shall constitute a single contract.
⟦s002181⟧ This Agreement and the other Loan Documents constitute the entire contract among the parties relating to the subject matter hereof and supersede any and all previous agreements and understandings, oral or written, relating to the subject matter hereof.
⟦s002182⟧ Except as provided in Section 4.
⟦s002183⟧ 1 , this Agreement shall become effective when it shall have been executed by the Agent and when the Agent shall have received counterparts hereof that, when taken together, bear the signatures of each of the other parties hereto.
⟦s002184⟧ Delivery of an executed counterpart of a signature page of this Agreement by telecopy, pdf or other electronic transmission shall be as effective as delivery of a manually executed counterpart of this Agreement.
⟦s002185⟧ - 117 -
⟦s002186⟧ 10.
⟦s002187⟧ 12 Survival .
⟦s002188⟧ All representations and warranties made hereunder and in any other Loan Document or other document delivered pursuant hereto or thereto or in connection herewith or therewith shall survive the execution and delivery hereof and thereof.
⟦s002189⟧ Such representations and warranties have been or will be relied upon by the Credit Parties, regardless of any investigation made by any Credit Party or on their behalf and notwithstanding that any Credit Party may have had notice or knowledge of any Default or Event of Default at the time of making of any Loan, and shall continue in full force and effect as long as any Loan or any other Obligation hereunder shall remain unpaid or unsatisfied.
⟦s002190⟧ Further, the provisions of Sections 3.
⟦s002191⟧ 1 , 3.
⟦s002192⟧ 4 , 3.
⟦s002193⟧ 5 and 10.
⟦s002194⟧ 4 and Article IX shall survive and remain in full force and effect regardless of the repayment of the Obligations or the termination of the Commitments or the termination of this Agreement or any provision hereof.
⟦s002195⟧ In connection with the termination of this Agreement and the release and termination of the security interests in the Collateral, the Agent may require such indemnities and collateral security as they shall reasonably deem necessary or appropriate to protect the Credit Parties against (x) loss on account of credits previously applied to the Obligations that may subsequently be reversed or revoked and (y) any Obligations that may thereafter arise under Section 10.
⟦s002196⟧ 4 .
⟦s002197⟧ 10.
⟦s002198⟧ 13 Severability .
⟦s002199⟧ If any provision of this Agreement or the other Loan Documents is held to be illegal, invalid or unenforceable, (a) the legality, validity and enforceability of the remaining provisions of this Agreement and the other Loan Documents shall not be affected or impaired thereby and (b) the parties shall endeavor in good faith negotiations to replace the illegal, invalid or unenforceable provisions with valid provisions the economic effect of which comes as close as possible to that of the illegal, invalid or unenforceable provisions.

===== seg45 | Regulatory compliance and sanctions framework | range s002200–s002249 | score=0.5 =====
Rationale: Provides covenants/representations and compliance-related conditions that can influence pricing risk and triggers, but does not contain concrete pricing mechanics (rates/margins, benchmark logic, or fee formulas).
Summary: Compliance with sanctions, anti-corruption, and anti-money-laundering laws; related representations.
Tags: Sanctions, Anti-Corruption, AML, OFAC

⟦s002200⟧ The invalidity of a provision in a particular jurisdiction shall not invalidate or render unenforceable such provision in any other jurisdiction.
⟦s002201⟧ Without limiting the foregoing provisions of this Section 10.
⟦s002202⟧ 13 , if and to the extent that the enforceability of any provisions in this Agreement relating to Defaulting Lenders shall be limited by Debtor Relief Laws, as determined in good faith by the Agent, then such provisions shall be deemed to be in effect only to the extent not so limited.
⟦s002203⟧ 10.
⟦s002204⟧ 14 Replacement of Lenders .
⟦s002205⟧ If the Borrower is entitled to replace a Lender pursuant to the provisions of Section 3.
⟦s002206⟧ 6 , or if any Lender is a Defaulting Lender or a Non-Consenting Lender, then the Borrower may, at its sole expense and effort, upon notice to such Lender (if permitted by Law) and the Agent, require such Lender to assign and delegate, without recourse (in accordance with and subject to the restrictions contained in, and consents required by, Section 10.
⟦s002207⟧ 6 ; provided that the consent of the assigned Lender shall not be required in connection with any such assignment and delegation), all of its interests, rights (other than its existing rights to payments pursuant to Sections 3.
⟦s002208⟧ 1 and 3.
⟦s002209⟧ 4 ) and obligations under this Agreement and the related Loan Documents to an assignee that shall assume such obligations (which assignee may be another Lender, if a Lender accepts such assignment), provided that:
⟦s002210⟧ (a) the Borrower shall have paid to the Agent the assignment fee specified in Section 10.
⟦s002211⟧ 6(b) ;
⟦s002212⟧ (b) such Lender shall have received payment of an amount equal to the outstanding principal of its Loans, accrued interest thereon, accrued fees and all other amounts payable to it hereunder and under the other Loan Documents as though a voluntary prepayment were made on such date (including the Applicable Prepayment Premium and any amounts under Section 3.
⟦s002213⟧ 5 ) from the assignee (to the extent of such outstanding principal and accrued interest and fees) or the Borrower (in the case of all other amounts);
⟦s002214⟧ (c) in the case of any such assignment resulting from a claim for compensation under Section 3.
⟦s002215⟧ 4 or payments required to be made pursuant to Section 3.
⟦s002216⟧ 1 , such assignment will result in a reduction in such compensation or payments thereafter;
⟦s002217⟧ - 118 -
⟦s002218⟧ (d) such assignment does not conflict with Laws; and
⟦s002219⟧ (e) in the case of an assignment resulting from a Lender becoming a Non-Consenting Lender, the applicable assignee shall have consented to the applicable amendment, waiver or consent.
⟦s002220⟧ A Lender shall not be required to make any such assignment or delegation if, prior thereto, as a result of a waiver by such Lender or otherwise, the circumstances entitling the Borrower to require such assignment and delegation cease to apply.
⟦s002221⟧ 10.
⟦s002222⟧ 15 Governing Law; Jurisdiction; Etc.
⟦s002223⟧ (a) GOVERNING LAW .
⟦s002224⟧ THIS AGREEMENT AND THE OTHER LOAN DOCUMENTS AND ANY CLAIMS, CONTROVERSY, DISPUTE OR CAUSE OF ACTION (WHETHER IN CONTRACT OR TORT OR OTHERWISE) BASED UPON, ARISING OUT OF OR RELATING TO THIS AGREEMENT OR ANY OTHER LOAN DOCUMENT (EXCEPT, AS TO ANY OTHER LOAN DOCUMENT, AS EXPRESSLY SET FORTH THEREIN) AND THE TRANSACTIONS CONTEMPLATED HEREBY AND THEREBY SHALL BE GOVERNED BY, AND CONSTRUED IN ACCORDANCE WITH, THE LAW OF THE STATE OF NEW YORK WITHOUT GIVING EFFECT TO THE CONFLICTS OF LAWS PRINCIPLES THEREOF, BUT INCLUDING SECTION 5 -1401 OF THE NEW YORK GENERAL OBLIGATIONS LAW.
⟦s002225⟧ (b) SUBMISSION TO JURISDICTION .
⟦s002226⟧ EACH PARTY HERETO IRREVOCABLY AND UNCONDITIONALLY AGREES THAT IT WILL NOT COMMENCE ANY ACTION, LITIGATION OR PROCEEDING OF ANY KIND OR DESCRIPTION, WHETHER IN LAW OR EQUITY, WHETHER IN CONTRACT OR IN TORT OR OTHERWISE, AGAINST THE AGENT, ANY LENDER OR ANY RELATED PARTY OF THE FOREGOING IN ANY WAY RELATING TO THIS AGREEMENT OR ANY OTHER LOAN DOCUMENT OR THE TRANSACTIONS RELATING HERETO OR THERETO, IN ANY FORUM OTHER THAN THE COURTS OF THE STATE OF NEW YORK SITTING IN NEW YORK COUNTY AND OF THE UNITED STATES DISTRICT COURT OF THE SOUTHERN DISTRICT OF NEW YORK, AND ANY APPELLATE COURT FROM ANY THEREOF, AND EACH OF THE PARTIES HERETO IRREVOCABLY AND UNCONDITIONALLY SUBMITS TO THE JURISDICTION OF SUCH COURTS AND AGREES THAT ALL CLAIMS IN RESPECT OF ANY SUCH ACTION, LITIGATION OR PROCEEDING MAY BE HEARD AND DETERMINED IN SUCH NEW YORK STATE COURT OR, TO THE FULLEST EXTENT PERMITTED BY LAW, IN SUCH FEDERAL COURT.
⟦s002227⟧ EACH OF THE PARTIES HERETO AGREES THAT A FINAL JUDGMENT IN ANY SUCH ACTION, LITIGATION OR PROCEEDING SHALL BE CONCLUSIVE AND MAY BE ENFORCED IN OTHER JURISDICTIONS BY SUIT ON THE JUDGMENT OR IN ANY OTHER MANNER PROVIDED BY LAW.
⟦s002228⟧ NOTHING IN THIS AGREEMENT OR IN ANY OTHER LOAN DOCUMENT SHALL AFFECT ANY RIGHT THAT ANY CREDIT PARTY MAY OTHERWISE HAVE TO BRING ANY ACTION OR PROCEEDING RELATING TO THIS AGREEMENT OR ANY OTHER LOAN DOCUMENT AGAINST ANY PARTY OR ANY LOAN PARTY’S PROPERTIES IN THE COURTS OF ANY JURISDICTION.
⟦s002229⟧ (c) WAIVER OF VENUE .
⟦s002230⟧ EACH PARTY HERETO IRREVOCABLY AND UNCONDITIONALLY WAIVES, TO THE FULLEST EXTENT PERMITTED BY LAW, ANY OBJECTION THAT IT MAY NOW OR HEREAFTER HAVE TO THE LAYING OF VENUE OF ANY ACTION OR PROCEEDING ARISING OUT OF OR RELATING TO THIS AGREEMENT OR ANY OTHER LOAN DOCUMENT IN ANY COURT REFERRED TO IN PARAGRAPH (B) OF THIS SECTION.
⟦s002231⟧ EACH OF THE PARTIES HERETO HEREBY IRREVOCABLY WAIVES, TO THE FULLEST EXTENT PERMITTED BY LAW THE DEFENSE OF AN INCONVENIENT FORUM TO THE MAINTENANCE OF SUCH ACTION OR PROCEEDING IN ANY SUCH COURT.
⟦s002232⟧ - 119 -
⟦s002233⟧ (d) SERVICE OF PROCESS .
⟦s002234⟧ EACH PARTY HERETO IRREVOCABLY CONSENTS TO SERVICE OF PROCESS IN THE MANNER PROVIDED FOR NOTICES IN SECTION 10.
⟦s002235⟧ 2 .
⟦s002236⟧ NOTHING IN THIS AGREEMENT WILL AFFECT THE RIGHT OF ANY PARTY HERETO TO SERVE PROCESS IN ANY OTHER MANNER PERMITTED BY LAW.
⟦s002237⟧ 10.
⟦s002238⟧ 16 Waiver of Jury Trial .
⟦s002239⟧ EACH PARTY HERETO HEREBY IRREVOCABLY WAIVES, TO THE FULLEST EXTENT PERMITTED BY LAW, ANY RIGHT IT MAY HAVE TO A TRIAL BY JURY IN ANY LEGAL PROCEEDING DIRECTLY OR INDIRECTLY ARISING OUT OF OR RELATING TO THIS AGREEMENT OR ANY OTHER LOAN DOCUMENT OR THE TRANSACTIONS CONTEMPLATED HEREBY OR THEREBY (WHETHER BASED ON CONTRACT, TORT OR ANY OTHER THEORY).
⟦s002240⟧ EACH PARTY HERETO (A) CERTIFIES THAT NO REPRESENTATIVE, AGENT OR ATTORNEY OF ANY OTHER PERSON HAS REPRESENTED, EXPRESSLY OR OTHERWISE, THAT SUCH OTHER PERSON WOULD NOT, IN THE EVENT OF LITIGATION, SEEK TO ENFORCE THE FOREGOING WAIVER AND (B) ACKNOWLEDGES THAT IT AND THE OTHER PARTIES HERETO HAVE BEEN INDUCED TO ENTER INTO THIS AGREEMENT AND THE OTHER LOAN DOCUMENTS BY, AMONG OTHER THINGS, THE MUTUAL WAIVERS AND CERTIFICATIONS IN THIS SECTION.
⟦s002241⟧ 10.
⟦s002242⟧ 17 No Advisory or Fiduciary Responsibility .
⟦s002243⟧ In connection with all aspects of each transaction contemplated hereby, the Loan Parties each acknowledge and agree that: (i) the credit facility provided for hereunder and any related arranging or other services in connection therewith (including in connection with any amendment, waiver or other modification hereof or of any other Loan Document) are an arm’s-length commercial transaction between the Loan Parties, on the one hand, and the Credit Parties, on the other hand, and each of the Loan Parties is capable of evaluating and understanding and understands and accepts the terms, risks and conditions of the transactions contemplated hereby and by the other Loan Documents (including any amendment, waiver or other modification hereof or thereof); (ii) in connection with the process leading to such transaction, each Credit Party is and has been acting solely as a principal and is not the financial advisor, agent or fiduciary, for the Loan Parties or any of their respective Affiliates, stockholders, creditors or employees or any other Person; (iii) none of the Credit Parties has assumed or will assume an advisory, agency or fiduciary responsibility in favor of the Loan Parties with respect to any of the transactions contemplated hereby or the process leading thereto, including with respect to any amendment, waiver or other modification hereof or of any other Loan Document (irrespective of whether any of the Credit Parties has advised or is currently advising any Loan Party or any of its Affiliates on other matters) and none of the Credit Parties has any obligation to any Loan Party or any of its Affiliates with respect to the transactions contemplated hereby except those obligations expressly set forth herein and in the other Loan Documents; (iv) the Credit Parties and their respective Affiliates may be engaged in a broad range of transactions that involve interests that differ from those of the Loan Parties and their respective Affiliates, and none of the Credit Parties has any obligation to disclose any of such interests by virtue of any advisory, agency or fiduciary relationship; and (v) the Credit Parties have not provided and will not provide any legal, accounting, regulatory or tax advice with respect to any of the transactions contemplated hereby (including any amendment, waiver or other modification hereof or of any other Loan Document) and each of the Loan Parties has consulted its own legal, accounting, regulatory and tax advisors to the extent it has deemed appropriate.
⟦s002244⟧ Each of the Loan Parties hereby waives and releases, to the fullest extent permitted by law, any claims that it may have against each of the Credit Parties with respect to any breach or alleged breach of agency or fiduciary duty.
⟦s002245⟧ 10.
⟦s002246⟧ 18 USA PATRIOT Act Notice .
⟦s002247⟧ Each Lender that is subject to the requirements of the Patriot Act hereby notifies the Loan Parties that pursuant to the requirements of the Patriot Act, it is required to obtain, verify and record information that identifies each Loan Party, which information includes the name and address of each Loan Party and other information that will allow such Lender to identify each Loan Party in accordance with the Patriot Act.
⟦s002248⟧ In addition, Agent and each Lender shall have
⟦s002249⟧ - 120 -

===== seg46 | Patriot Act notices and due diligence | range s002250–s002299 | score=0.0 =====
Rationale: No pricing mechanics or definitions; segment covers compliance due diligence rather than pricing terms.
Summary: Patriot Act and related due diligence provisions for lenders and agents.
Tags: Patriot Act, Due Diligence, KYC

⟦s002250⟧ the right to periodically conduct due diligence (including, without limitation, in respect of information and documentation as may reasonably be requested by the Agent or any Lender from time to time for purposes of compliance by the Agent or such Lender with applicable Laws (including, without limitation, the Patriot Act and other “know your customer” and Anti-Money Laundering Laws), and any policy or procedure implemented by the Agent or such Lender to comply therewith) on all Loan Parties, their senior management and key principals and legal and beneficial owners.
⟦s002251⟧ Each Loan Party agrees to cooperate in respect of the conduct of such due diligence and further agrees that the reasonable costs and charges for any such due diligence by Agent shall constitute Credit Party Expenses hereunder and be for the account of Borrowers.
⟦s002252⟧ 10.
⟦s002253⟧ 19 Foreign Asset Control Regulations .
⟦s002254⟧ The Borrower hereby represents that neither of the advance of the Loans nor the use of the proceeds of any thereof will violate the Trading With the Enemy Act (50 U.
⟦s002255⟧ S.
⟦s002256⟧ C.
⟦s002257⟧ §1 et seq.
⟦s002258⟧ , as amended) (the “ Trading With the Enemy Act ”) or any of the foreign assets control regulations of the United States Treasury Department (31 CFR, Subtitle B, Chapter V, as amended) (the “ Foreign Assets Control Regulations ”) or any enabling legislation or executive order relating thereto (which for the avoidance of doubt shall include, but shall not be limited to (a) Executive Order 13224 of September 21, 2001 Blocking Property and Prohibiting Transactions With Persons Who Commit, Threaten to Commit, or Support Terrorism (66 Fed.
⟦s002259⟧ Reg.
⟦s002260⟧ 49079 (2001)) (the “ Executive Order ”) and (b) the Patriot Act).
⟦s002261⟧ Furthermore, none of the Borrower or its Affiliates (a) is or will become a “blocked person” as described in the Executive Order, the Trading With the Enemy Act or the Foreign Assets Control Regulations or (b) engages or will engage in any dealings or transactions, or be otherwise associated, with any such “blocked person” or in any manner violative of any such order.
⟦s002262⟧ 10.
⟦s002263⟧ 20 Time of the Essence .
⟦s002264⟧ Time is of the essence of the Loan Documents.
⟦s002265⟧ 10.
⟦s002266⟧ 21 Press Releases .
⟦s002267⟧ (a) Each Credit Party executing this Agreement agrees that neither it nor its Affiliates will in the future issue any press releases or other public disclosure using the name of the Agent or its Affiliates or referring to this Agreement or the other Loan Documents without at least two (2) Business Days’ prior notice to the Agent and without the prior written consent of the Agent unless (and only to the extent that) such Credit Party or Affiliate is required to do so under Law and then, in any event, such Credit Party or Affiliate will consult with the Agent before issuing such press release or other public disclosure.
⟦s002268⟧ (b) Each Loan Party consents to the publication by the Agent, any Lender or their respective representatives of advertising material, including any “tombstone,” press release or comparable advertising, on its website or in other marketing materials of Agent, relating to the financing transactions contemplated by this Agreement using any Loan Party’s name, product photographs, logo, trademark or other insignia.
⟦s002269⟧ The Agent or such Lender shall provide a draft reasonably in advance of any advertising material, “tomb stone” or press release to the Borrower for review and comment prior to the publication thereof.
⟦s002270⟧ The Agent reserves the right to provide to industry trade organizations and loan syndication and pricing reporting services information necessary and customary for inclusion in league table measurements.
⟦s002271⟧ 10.
⟦s002272⟧ 22 Releases .
⟦s002273⟧ (a) Any Lien on any property granted to or held by the Agent under any Loan Document shall terminate upon termination of the Commitments and payment in full of all Obligations in accordance with Section 1.
⟦s002274⟧ 2(d) of this Agreement (other than contingent obligations for which claims have not been asserted); provided , however , that in connection with the termination of the Commitments and satisfaction of the Obligations as set forth above, the Agent may require such indemnities it shall reasonably deem necessary or appropriate to protect the Credit Parties against loss on account of credits previously
⟦s002275⟧ - 121 -
⟦s002276⟧ applied to the Obligations that may subsequently be reversed or revoked; provided , further , that any such Liens granted pursuant to the Loan Documents shall be reinstated if at any time payment, or any part thereof, of any Obligation is rescinded or must otherwise be restored by any Credit Party upon the bankruptcy or reorganization of any Loan Party.
⟦s002277⟧ At the request and sole expense of any Loan Party following any such termination, the Agent shall deliver to such Loan Party any Collateral held by the Agent under any Loan Document, and execute and deliver to such Loan Party such termination or other documents as such Loan Party shall reasonably request to evidence such termination.
⟦s002278⟧ (b) If any of the Collateral shall be sold, transferred or otherwise disposed of by any Loan Party to a Person that is not a Loan Party nor an Affiliate thereof in a transaction permitted by this Agreement (including any such transaction approved, authorized or ratified in writing by the Applicable Lenders in accordance with Section 10.
